838;28.69;25.53;26.95;9.052;8.085;0;0.049;0.024;
839;28.69;26.34;26.64;9.038;8.085;0;0.061;0.029;
841;28.69;26.85;28.59;9.067;8.085;0;0.069;0.028;
842;28.69;26.85;33.21;9.082;8.115;0;0.151;0.014;
843;28.79;27.15;27.66;9.052;8.085;0;-0.10;0.023;
844;28.69;27.15;31.61;9.067;8.100;0;0.083;0.013;
845;28.69;27.05;31.82;9.082;8.115;0;0.058;0.018;
846;28.69;26.95;32.78;9.082;8.115;0;0.060;0.033;
848;28.69;27.15;32.57;9.052;8.085;0;0.018;0.009;
849;28.69;27.56;32.57;9.038;8.085;0;0.018;-0.02;
850;28.69;28.48;33.32;9.096;8.129;0;0.088;0.038;
851;28.69;29.41;34.29;9.096;8.129;0;0.039;-0.01;
852;28.79;30.14;34.19;9.067;8.100;0;0.060;0.018;
853;28.69;30.98;33.75;9.096;8.129;0;0.060;0.024;
854;28.79;35.06;35.61;9.096;8.129;0;0.083;0.029;
856;28.69;33.53;34.51;9.067;8.100;0;0.058;0.031;
857;28.69;34.84;34.29;9.096;8.129;0;0.097;0.067;
858;28.69;34.73;35.50;9.096;8.129;0;0.032;0.018;
859;28.69;33.21;34.51;9.067;8.100;0;0.050;0.023;
860;28.69;33.53;34.40;9.082;8.115;0;0.057;0.027;
861;28.69;34.29;34.51;9.067;8.100;0;0.050;0.031;
862;28.69;34.08;34.40;9.052;8.100;0;0.016;0.043;
864;28.69;33.00;34.51;9.052;8.100;0;0.013;0.010;
865;29.00;33.97;34.29;9.082;8.129;0;0.021;0.018;
866;28.79;32.78;34.29;9.052;8.085;0;0.013;0.013;
867;29.31;33.86;34.19;9.082;8.129;0;0.006;0.015;
868;29.83;37.97;33.97;9.082;8.115;0;0.010;0.009;
869;30.24;36.39;33.86;9.096;8.129;0;0.012;0.017;
870;30.35;34.29;33.86;9.067;8.115;0;-0.00;0.001;
871;30.66;33.97;33.86;9.082;8.129;0;0.017;0.014;
873;31.40;34.51;33.86;9.067;8.115;0;-0.00;0.012;
874;33.53;34.29;33.75;9.067;8.100;0;-0.00;0.003;
875;36.95;34.40;33.53;9.082;8.115;0;0.031;0.020;
876;42.22;34.19;33.53;9.096;8.115;0;0.036;0.023;
877;41.73;34.08;33.43;9.082;8.115;0;0.025;0.020;
878;42.96;33.97;33.32;9.082;8.115;0;0.032;0.019;
880;39.71;33.86;33.21;9.052;8.085;0;0.045;0.025;
881;39.59;33.75;33.10;9.067;8.100;0;0.042;0.021;
882;39.36;33.64;33.00;9.052;8.085;0;0.052;0.028;
883;40.42;33.64;32.89;9.082;8.115;0;0.051;0.031;
884;41.13;33.53;33.00;9.067;8.100;0;0.035;0.020;
885;40.18;33.43;33.00;9.038;8.085;0;0.047;0.017;
886;40.18;33.32;33.00;9.067;8.115;0;0.054;0.029;
888;41.37;33.32;33.00;9.067;8.100;0;0.063;0.035;
889;40.06;33.21;34.40;9.067;8.100;0;0.051;0.025;
890;39.24;33.10;34.73;9.038;8.085;0;0.011;0.016;
891;39.01;33.10;35.95;9.038;8.085;0;0.059;0.017;
892;39.95;33.00;34.40;9.052;8.085;0;0.051;0.013;
893;40.54;32.78;37.07;9.082;8.115;0;0.053;0.029;
894;39.83;32.57;36.39;9.082;8.115;0;0.052;0.038;
896;38.43;32.57;35.50;9.038;8.085;0;0.058;0.031;
897;38.43;32.57;35.83;9.082;8.115;0;0.041;0.020;
898;38.20;32.46;35.72;9.067;8.100;0;0.071;0.007;
899;37.97;32.35;35.50;9.038;8.085;0;0.129;0.007;
900;37.63;32.25;35.28;9.038;8.085;0;0.022;-0.01;
901;37.63;32.03;35.06;9.067;8.100;0;0.020;0.012;
902;37.52;32.03;34.95;9.067;8.115;0;0.051;0.025;
904;37.41;32.03;34.84;9.067;8.100;0;0.053;0.022;
905;37.18;31.93;34.62;9.038;8.085;0;0.049;0.023;
906;37.07;31.82;34.62;0.190;8.100;0;0.047;0.015;
907;36.95;31.72;34.51;0.336;8.100;0;0.053;0.026;
908;36.73;31.61;34.29;0.102;8.071;0;0.054;0.029;
909;36.73;31.61;34.29;0.263;8.100;0;0.057;0.029;
910;36.62;31.61;34.19;0.249;8.100;0;0.028;0.034;
912;36.50;31.50;34.08;0.058;8.071;0;0.055;0.024;
913;36.39;31.40;34.08;0.087;8.100;0;0.049;0.024;
914;36.28;31.29;33.97;0.087;8.056;0;0.053;0.024;
915;36.06;31.29;33.86;0.029;8.071;0;0.049;0.027;
916;36.06;31.19;33.75;0.131;8.100;0;0.058;0.026;
917;35.95;31.19;33.64;0.146;8.100;0;0.060;0.017;
918;35.83;31.08;33.53;0.161;8.071;0;0.053;0.023;
920;35.72;30.98;33.43;0.131;8.071;0;0.057;0.026;
921;35.72;30.87;33.32;0.146;8.071;0;0.053;0.030;
922;35.61;30.87;33.32;0.131;8.100;0;0.054;0.025;
923;35.39;30.77;33.10;0.000;0.029;0;0.069;0.021;
924;35.28;30.77;33.10;0.117;0.043;0;0.050;0.028;
925;35.28;30.66;33.00;0.073;0.014;0;0.053;0.023;
926;34.95;30.45;32.89;0.043;0.000;0;0.052;0.023;
927;35.06;30.45;32.89;0.146;0.014;0;0.053;0.024;
929;34.95;30.56;32.89;8.129;0.102;0;0.051;0.025;
930;34.84;30.45;32.67;8.129;0.073;0;0.051;0.026;
931;34.84;30.35;32.67;8.115;0.087;0;0.054;0.025;
932;34.73;30.35;32.57;8.100;0.058;0;0.054;0.025;
933;34.62;30.24;32.57;8.144;0.087;0;0.051;0.026;
934;34.62;30.14;32.46;8.115;0.058;0;0.052;0.026;
936;34.40;30.04;32.25;8.129;0.058;0;0.099;0.042;
937;34.62;30.14;32.35;8.144;0.087;0;0.093;0.044;
938;34.29;30.04;32.25;8.115;0.087;0;0.075;0.031;
939;34.29;30.04;32.14;8.159;0.087;0;0.027;0.023;
940;34.29;30.04;32.14;8.159;0.073;0;0.048;0.021;
941;34.08;29.93;32.03;8.115;0.117;0;0.042;0.020;
942;34.08;29.93;31.93;8.159;0.131;0;0.044;0.019;
943;33.97;29.83;31.93;8.129;0.087;0;0.060;0.026;
944;33.86;29.72;31.82;8.159;0.000;0;0.054;0.028;
946;33.75;29.72;31.82;8.159;0.292;0;0.054;0.024;
947;33.97;29.72;31.72;8.129;0.190;0;0.053;0.023;
948;33.86;29.62;31.72;8.129;0.073;0;0.053;0.025;
949;33.86;29.52;31.61;8.129;0.131;0;0.053;0.024;
950;33.64;29.52;31.72;8.129;0.161;0;0.050;0.027;
952;33.53;29.52;31.50;8.159;0.029;0;0.053;0.024;
953;33.64;29.52;31.40;8.159;9.023;0;0.057;0.023;
954;33.64;29.41;31.40;8.144;9.023;0;0.052;0.028;
955;33.53;29.31;31.19;8.144;9.008;0;0.056;0.025;
956;33.43;29.41;31.29;8.159;9.023;0;0.057;0.023;
957;33.43;29.31;31.19;8.129;9.008;0;0.053;0.024;
958;33.32;29.41;31.19;8.159;9.038;0;0.052;0.020;
960;33.21;29.20;31.19;8.115;8.994;0;0.054;0.021;
961;33.21;29.20;30.98;8.129;8.994;0;0.052;0.022;
962;33.10;29.10;30.98;8.159;9.023;0;0.052;0.027;
963;33.10;29.10;30.87;8.144;9.023;0;0.052;0.026;
964;33.00;29.00;30.87;8.115;8.979;0;0.052;0.025;
965;33.00;29.00;30.77;8.144;9.023;0;0.053;0.026;
966;33.00;29.00;30.77;8.144;9.023;0;0.053;0.025;
968;32.89;28.89;30.66;8.115;8.994;0;0.053;0.027;
969;32.78;28.89;30.66;8.115;8.979;0;0.056;0.022;
970;32.78;28.79;30.56;8.159;9.023;0;0.052;0.022;
971;32.67;28.79;30.56;8.129;8.994;0;0.051;0.025;
972;32.67;28.79;30.45;8.115;8.979;0;0.049;0.028;
973;32.67;28.69;30.35;8.144;9.023;0;0.060;0.024;
974;32.57;28.79;30.35;8.159;9.023;0;0.058;0.027;
976;32.46;28.48;30.24;8.129;8.994;0;0.043;0.018;
977;32.46;28.59;30.35;8.144;9.023;0;0.051;0.024;
978;32.46;28.48;30.24;8.129;8.994;0;0.053;0.027;
979;32.35;28.48;30.14;8.115;8.979;0;0.053;0.031;
980;32.35;28.48;30.14;8.144;9.023;0;0.043;0.018;
981;32.25;28.38;30.04;8.115;8.979;0;0.056;0.025;
982;32.25;28.38;30.04;8.115;8.979;0;0.047;0.016;
984;32.25;28.38;29.93;8.144;9.008;0;0.031;0.020;
985;32.14;28.38;29.93;8.144;9.008;0;0.035;0.018;
986;32.03;28.28;29.83;8.115;8.979;0;0.046;0.020;
987;32.03;28.28;29.83;8.144;9.023;0;0.034;0.019;
988;32.14;28.17;29.72;8.115;8.979;0;0.018;0.015;
989;32.03;28.17;29.72;8.144;9.023;0;0.040;0.023;
990;31.93;28.17;29.72;8.115;8.979;0;0.048;0.023;
992;31.93;28.07;29.62;8.129;8.994;0;0.054;0.022;
993;31.93;28.07;29.62;8.144;9.008;0;0.050;0.025;
994;31.82;28.07;29.62;8.129;8.994;0;0.096;0.066;
995;31.82;28.07;29.62;8.115;8.979;0;0.049;0.029;
996;31.82;28.17;29.62;8.144;9.008;0;0.054;0.025;
997;31.82;28.07;29.52;8.144;9.008;0;0.053;0.022;
999;31.72;28.07;29.52;8.115;8.979;0;0.050;0.024;
1000;31.72;28.07;29.52;8.144;9.023;0;0.054;0.026;
1001;31.72;27.97;29.41;8.115;8.994;0;0.054;0.023;
1002;31.61;27.97;29.41;8.144;9.023;0;0.051;0.025;
1003;31.61;27.97;29.41;8.115;8.979;0;0.053;0.026;
1005;31.50;27.97;29.31;8.144;9.023;0;0.051;0.024;
1006;31.50;27.87;29.31;8.129;8.979;0;0.050;0.025;
1007;31.50;27.87;29.31;8.144;9.023;0;0.056;0.021;
1008;31.50;27.87;29.20;8.115;8.979;0;0.054;0.023;
1009;31.50;27.87;29.20;8.115;8.979;0;0.053;0.026;
1010;31.40;27.87;29.10;8.115;8.979;0;0.052;0.024;
1011;31.40;27.76;29.10;8.144;9.008;0;0.056;0.029;
1012;31.40;27.76;29.00;8.115;8.979;0;0.056;0.023;
1013;31.40;27.76;29.10;8.144;9.008;0;0.052;0.023;
1015;31.29;27.76;29.00;8.115;8.979;0;0.052;0.025;
1016;31.29;27.66;29.00;8.144;9.008;0;0.053;0.027;
1017;31.29;27.76;29.10;8.144;9.008;0;0.053;0.025;
1018;31.19;27.56;28.89;8.115;8.994;0;0.054;0.025;
1019;31.19;27.66;28.89;8.144;9.008;0;0.054;0.024;
1020;31.19;27.56;29.00;8.100;8.979;0;0.050;0.024;
1021;31.19;27.66;28.89;8.115;8.979;0;0.052;0.023;
1023;31.19;27.56;28.89;8.144;9.008;0;0.055;0.022;
1024;31.08;27.56;28.79;8.115;8.979;0;0.051;0.025;
1025;31.08;27.56;28.79;8.144;9.023;0;0.057;0.024;
1026;31.08;27.46;28.79;8.115;8.979;0;0.053;0.021;
1027;31.08;27.46;28.79;8.144;9.023;0;0.054;0.018;
1028;30.98;27.46;28.69;8.144;9.008;0;0.058;0.024;
1029;30.98;27.46;28.69;8.129;8.994;0;0.052;0.026;
1031;30.98;27.46;28.69;8.100;8.979;0;0.053;0.024;
1032;30.98;27.46;28.59;8.144;9.023;0;0.055;0.024;
1033;30.98;27.36;28.59;8.115;8.979;0;0.053;0.028;
1034;30.98;27.36;28.59;8.115;8.979;0;0.080;0.034;
1035;30.87;27.36;28.48;8.159;9.023;0;0.194;0.020;
1036;30.87;27.36;28.59;8.100;8.964;0;0.108;0.052;
1037;30.87;27.25;28.59;8.129;9.008;0;0.120;0.028;
1039;30.87;27.25;28.48;8.129;8.994;0;0.285;-0.03;
1040;30.87;27.25;28.48;8.129;8.994;0;0.303;-0.14;
1041;30.87;27.25;28.48;8.129;8.994;0;0.102;-0.30;
1042;30.87;27.25;28.48;8.115;8.979;0;0.051;-0.21;
1043;30.87;27.25;28.38;8.129;9.008;0;-0.08;-0.01;
1044;30.87;27.25;28.38;8.129;8.994;0;-0.11;0.031;
1046;30.87;27.25;28.38;8.129;9.008;0;0.027;0.192;
1047;30.77;27.25;28.38;8.144;9.008;0;0.134;0.309;
1048;30.77;27.15;28.28;8.129;9.008;0;0.282;0.245;
1049;30.77;27.15;28.28;8.129;9.008;0;0.408;0.178;
1050;30.66;27.15;28.28;8.144;9.008;0;0.243;0.083;
1051;30.66;27.05;28.17;8.144;9.008;0;0.012;-0.25;
1052;30.66;27.05;28.17;8.144;9.008;0;-0.14;-0.13;
1054;30.66;27.05;28.17;8.129;8.994;0;-0.37;-0.09;
1055;30.66;27.05;28.17;8.129;8.994;0;-0.42;0.035;
1056;30.66;27.05;28.17;8.129;9.008;0;-0.34;0.238;
1057;30.66;27.05;28.17;8.129;9.008;0;-0.24;0.363;
1058;30.66;27.05;28.28;8.159;9.038;0;-0.08;0.495;
1059;30.66;27.05;28.48;8.144;9.008;0;0.103;0.543;
1060;30.56;27.05;28.79;8.129;8.994;0;0.437;0.222;
1061;30.56;27.05;28.89;8.115;8.994;0;0.488;0.190;
1063;30.45;27.15;28.79;8.129;9.008;0;0.511;-0.01;
1064;30.45;27.05;28.79;8.129;9.008;0;0.411;-0.33;
1065;30.45;26.95;28.69;8.144;9.008;0;0.177;-0.36;
1066;30.45;26.95;28.59;8.144;9.008;0;-0.07;-0.25;
1067;30.45;26.95;28.59;8.144;9.008;0;-0.21;-0.21;
1069;30.35;26.95;28.59;8.115;8.979;0;-0.20;-0.07;
1070;30.35;26.95;28.48;8.129;8.994;0;-0.10;0.110;
1071;30.35;26.95;28.48;8.144;9.008;0;0.121;0.272;
1072;30.35;26.95;28.38;8.144;9.023;0;0.083;0.029;
1073;30.35;26.95;28.38;8.144;9.023;0;0.014;0.104;
1074;30.35;26.95;28.38;8.129;9.008;0;-0.00;0.071;
1075;30.24;26.85;28.38;8.129;8.994;0;-0.00;0.087;
1077;30.35;26.85;28.28;8.085;8.950;0;-0.02;0.040;
1078;30.24;26.85;28.28;8.085;8.950;0;0.045;0.010;
1079;30.24;26.85;28.28;8.100;8.964;0;0.048;0.057;
1080;30.24;26.85;28.17;8.129;8.994;0;0.033;0.081;
1081;30.24;26.85;28.17;8.129;9.008;0;0.036;0.081;
1082;30.24;26.74;28.07;8.100;8.950;0;0.029;0.065;
1083;30.14;26.85;28.07;8.129;8.994;0;0.028;0.069;
1085;30.24;26.74;28.07;8.085;8.950;0;0.099;0.171;
1086;30.14;26.74;28.07;8.129;8.994;0;0.079;0.062;
1087;30.14;26.85;28.07;8.100;8.964;0;0.040;0.084;
1088;30.14;27.46;28.17;8.129;8.994;0;0.127;0.072;
1089;30.14;28.48;28.17;8.115;8.979;0;0.054;0.079;
1090;30.14;29.41;28.17;8.129;8.994;0;0.042;0.079;
1091;30.14;30.45;28.17;8.115;8.979;0;0.035;0.070;
1092;30.04;31.08;27.97;8.115;8.994;0;0.040;0.080;
1093;30.14;30.98;28.07;8.129;9.008;0;0.017;0.043;
1095;30.14;30.87;28.07;8.100;8.979;0;-0.00;0.042;
1096;30.14;30.66;28.17;8.129;8.994;0;0.069;0.106;
1097;30.14;30.56;30.66;8.144;8.994;0;0.034;0.072;
1098;30.35;30.56;30.04;8.100;8.964;0;0.047;0.079;
1099;30.45;30.35;29.83;8.129;9.008;0;-0.06;0.010;
1100;30.56;30.35;27.46;8.100;8.964;0;0.070;0.002;
1101;30.56;30.14;28.69;8.144;8.994;0;0.042;0.037;
1102;30.45;30.04;29.41;8.129;9.008;0;0.017;0.005;
1104;30.45;30.04;30.35;8.100;8.964;0;0.023;0.002;
1105;30.45;29.93;30.98;8.115;8.994;0;-0.00;0.018;
1106;30.45;29.93;32.03;8.100;8.964;0;0.033;0.014;
1107;30.35;29.83;32.67;8.115;8.994;0;0.038;0.022;
1108;30.45;29.83;32.89;8.115;8.979;0;-0.01;0.006;
1109;30.35;29.72;33.86;8.115;8.979;0;0.218;-0.00;
1110;30.35;29.72;33.75;8.129;8.994;0;0.031;0.021;
1111;30.35;29.62;33.53;8.085;8.964;0;0.031;0.030;
1112;30.24;29.52;33.32;8.129;8.994;0;0.031;0.035;
1114;30.24;29.52;33.21;8.085;8.964;0;0.029;0.030;
1115;30.24;29.41;33.00;8.129;8.994;0;0.031;0.028;
1116;30.24;29.41;32.89;8.085;8.950;0;0.036;0.030;
1117;30.35;29.31;32.89;8.129;8.994;0;0.034;0.038;
1118;30.24;29.31;32.78;8.129;8.994;0;0.032;0.033;
1119;30.14;29.20;32.67;8.115;8.979;0;0.029;0.032;
1120;30.14;29.20;32.57;8.129;8.994;0;0.035;0.034;
1121;30.14;29.10;32.46;8.100;8.964;0;0.032;0.033;
1122;30.14;29.10;32.35;8.129;8.994;0;0.034;0.031;
1124;30.14;29.00;32.25;8.085;8.950;0;0.033;0.032;
